survey_id,response,question_code
1441,300,corn_acres
542,50,corn_acres
1038,120,corn_acres
11,300,corn_acres
1012,404,corn_acres
557,430,corn_acres
10,650,corn_acres
278,120,corn_acres
1284,50,corn_acres
823,250,corn_acres
1218,500,corn_acres
1351,15,corn_acres
1359,1400,corn_acres
601,80,corn_acres
736,85,corn_acres
1253,100,corn_acres
1242,800,corn_acres
1400,2000,corn_acres
799,400,corn_acres
1188,175,corn_acres
1271,250,corn_acres
839,140,corn_acres
1458,1500,corn_acres
717,8,corn_acres
1321,110,corn_acres
772,1450,corn_acres
831,700,corn_acres
506,825,corn_acres
1031,900,corn_acres
973,550,corn_acres
421,33,corn_acres
1126,NA,corn_acres
1281,130,corn_acres
1249,0,corn_acres
215,900,corn_acres
780,30,corn_acres
1273,800,corn_acres
788,450,corn_acres
1369,800,corn_acres
971,269,corn_acres
515,80,corn_acres
479,50,corn_acres
1448,170,corn_acres
965,120,corn_acres
901,225,corn_acres
1268,146,corn_acres
1339,600,corn_acres
1255,700,corn_acres
1324,1800,corn_acres
1264,1500,corn_acres
1254,35,corn_acres
1083,150,corn_acres
867,110,corn_acres
1125,600,corn_acres
1450,0,corn_acres
1032,25,corn_acres
626,1500,corn_acres
644,17,corn_acres
630,1000,corn_acres
620,175,corn_acres
1459,350,corn_acres
1252,240,corn_acres
1040,200,corn_acres
577,850,corn_acres
954,250,corn_acres
850,900,corn_acres
931,350,corn_acres
72,25,cacres_typical
1358,45,cacres_typical
1123,400,cacres_typical
576,250,cacres_typical
1001,1300,cacres_typical
140,650,cacres_typical
1393,400,cacres_typical
967,10,cacres_typical
39,50,cacres_typical
265,300,cacres_typical
410,60,cacres_typical
949,130,cacres_typical
1085,NA,cacres_typical
1111,45,cacres_typical
1167,40,cacres_typical
1278,NA,cacres_typical
1290,7,cacres_typical
1376,NA,cacres_typical
1394,NA,cacres_typical
25,65,cacres_typical
107,15,cacres_typical
151,42,cacres_typical
158,90,cacres_typical
178,24,cacres_typical
311,20,cacres_typical
554,80,cacres_typical
581,300,cacres_typical
609,180,cacres_typical
640,120,cacres_typical
650,100,cacres_typical
681,120,cacres_typical
746,400,cacres_typical
821,90,cacres_typical
900,95,cacres_typical
1122,55,cacres_typical
1389,50,cacres_typical
36,30,cacres_typical
37,170,cacres_typical
193,150,cacres_typical
431,110,cacres_typical
511,150,cacres_typical
590,40,cacres_typical
714,300,cacres_typical
729,60,cacres_typical
735,200,cacres_typical
768,100,cacres_typical
791,75,cacres_typical
793,850,cacres_typical
806,800,cacres_typical
813,50,cacres_typical
832,300,cacres_typical
860,40,cacres_typical
903,100,cacres_typical
997,150,cacres_typical
1035,50,cacres_typical
1059,NA,cacres_typical
1065,150,cacres_typical
1120,100,cacres_typical
1162,35,cacres_typical
1166,215,cacres_typical
1170,170,cacres_typical
1216,800,cacres_typical
1288,120,cacres_typical
1384,22,cacres_typical
13,300,cacres_typical
103,50,cacres_typical
661,85,cacres_typical
868,600,cacres_typical
941,40,cacres_typical
1051,NA,cacres_typical
1079,75,cacres_typical
812,56,cacres_typical
1348,200,cacres_typical
842,5,cacres_typical
296,10,cacres_typical
495,29,cacres_typical
841,5,cacres_typical
852,30,cacres_typical
1233,1400,cacres_typical
642,30,cacres_typical
748,400,cacres_typical
818,100,cacres_typical
1337,130,cacres_typical
1360,24,cacres_typical
1073,200,cacres_typical
1274,1400,cacres_typical
1041,750,cacres_typical
683,NA,cacres_typical
1121,225,cacres_typical
588,65,cacres_typical
1100,300,cacres_typical
1331,1220,cacres_typical
892,200,cacres_typical
446,150,cacres_typical
583,220,cacres_typical
926,750,cacres_typical
442,30,cacres_typical
1232,90,cacres_typical
1237,500,cacres_typical
1293,400,cacres_typical
57,160,cacres_typical
964,400,cacres_typical
1244,400,cacres_typical
478,1400,cacres_typical
18,225,cacres_typical
1200,115,cacres_typical
946,70,cacres_typical
947,NA,cacres_typical
1294,62,cacres_typical
337,4,cacres_typical
933,30,cacres_typical
948,450,cacres_typical
1365,100,cacres_typical
911,1200,cacres_typical
1246,300,cacres_typical
200,300,cacres_typical
773,1500,cacres_typical
44,7,cacres_typical
152,600,cacres_typical
1229,230,cacres_typical
1251,100,cacres_typical
1308,600,cacres_typical
450,100,cacres_typical
288,150,cacres_typical
1342,15,cacres_typical
407,120,cacres_typical
513,200,cacres_typical
1160,4700,cacres_typical
1217,700,cacres_typical
1370,900,cacres_typical
1364,150,cacres_typical
517,500,cacres_typical
629,100,cacres_typical
547,250,cacres_typical
747,25,cacres_typical
256,175,cacres_typical
752,300,cacres_typical
1361,0,cacres_typical
30,450,cacres_typical
608,1200,cacres_typical
769,80,cacres_typical
685,90,cacres_typical
1145,45,cacres_typical
1240,300,cacres_typical
1202,200,cacres_typical
1203,2200,cacres_typical
792,100,cacres_typical
399,700,cacres_typical
177,140,cacres_typical
375,70,cacres_typical
989,400,cacres_typical
535,140,cacres_typical
437,30,cacres_typical
130,20,cacres_typical
1345,95,cacres_typical
1046,110,cacres_typical
871,500,cacres_typical
428,10,cacres_typical
1341,60,cacres_typical
365,60,cacres_typical
830,600,cacres_typical
1282,1000,cacres_typical
2,1020,cacres_typical
188,135,cacres_typical
774,1200,cacres_typical
516,500,cacres_typical
1154,400,cacres_typical
240,40,cacres_typical
183,NA,cacres_typical
1078,1500,cacres_typical
969,3000,cacres_typical
776,500,cacres_typical
766,170,cacres_typical
962,150,cacres_typical
856,350,cacres_typical
886,72,cacres_typical
1088,350,cacres_typical
1227,1800,cacres_typical
114,30,cacres_typical
622,20,cacres_typical
674,500,cacres_typical
789,300,cacres_typical
255,150,cacres_typical
567,100,cacres_typical
1030,650,cacres_typical
507,350,cacres_typical
1165,15,cacres_typical
1039,2350,cacres_typical
249,75,cacres_typical
638,100,cacres_typical
1346,25,cacres_typical
991,50,cacres_typical
218,50,cacres_typical
693,950,cacres_typical
1260,90,cacres_typical
606,NA,cacres_typical
93,300,cacres_typical
1263,300,cacres_typical
945,100,cacres_typical
709,325,cacres_typical
1149,300,cacres_typical
51,40,cacres_typical
528,200,cacres_typical
602,NA,cacres_typical
742,75,cacres_typical
493,400,cacres_typical
1223,120,cacres_typical
1441,300,cacres_typical
542,NA,cacres_typical
1038,120,cacres_typical
11,300,cacres_typical
1012,550,cacres_typical
557,400,cacres_typical
10,0,cacres_typical
278,80,cacres_typical
1284,50,cacres_typical
823,250,cacres_typical
1218,500,cacres_typical
1351,15,cacres_typical
1359,1500,cacres_typical
601,120,cacres_typical
736,100,cacres_typical
1253,100,cacres_typical
1242,800,cacres_typical
1400,2000,cacres_typical
799,400,cacres_typical
1188,190,cacres_typical
1271,250,cacres_typical
839,125,cacres_typical
1458,1500,cacres_typical
717,80,cacres_typical
1321,100,cacres_typical
772,1500,cacres_typical
831,700,cacres_typical
506,850,cacres_typical
1031,900,cacres_typical
973,550,cacres_typical
421,30,cacres_typical
1126,NA,cacres_typical
1281,130,cacres_typical
1249,15,cacres_typical
215,900,cacres_typical
780,60,cacres_typical
1273,800,cacres_typical
788,450,cacres_typical
1369,900,cacres_typical
971,250,cacres_typical
515,200,cacres_typical
479,125,cacres_typical
1448,85,cacres_typical
965,120,cacres_typical
901,225,cacres_typical
1268,152,cacres_typical
1339,600,cacres_typical
1255,700,cacres_typical
1324,1800,cacres_typical
1264,1500,cacres_typical
1254,100,cacres_typical
1083,150,cacres_typical
867,110,cacres_typical
1125,600,cacres_typical
1450,75,cacres_typical
1032,25,cacres_typical
626,1500,cacres_typical
644,20,cacres_typical
630,1200,cacres_typical
620,200,cacres_typical
1459,350,cacres_typical
1252,240,cacres_typical
1040,200,cacres_typical
577,850,cacres_typical
954,250,cacres_typical
850,800,cacres_typical
931,350,cacres_typical
72,0,irr_acres
1358,0,irr_acres
1123,0,irr_acres
576,125,irr_acres
1001,1300,irr_acres
140,300,irr_acres
1393,370,irr_acres
967,100,irr_acres
39,0,irr_acres
265,300,irr_acres
410,0,irr_acres
949,0,irr_acres
1085,NA,irr_acres
1111,0,irr_acres
1167,0,irr_acres
1278,NA,irr_acres
1290,0,irr_acres
1376,NA,irr_acres
1394,NA,irr_acres
25,0,irr_acres
107,0,irr_acres
151,0,irr_acres
158,0,irr_acres
178,0,irr_acres
311,0,irr_acres
554,0,irr_acres
581,0,irr_acres
609,0,irr_acres
640,120,irr_acres
650,0,irr_acres
681,0,irr_acres
746,120,irr_acres
821,0,irr_acres
900,5,irr_acres
1122,0,irr_acres
1389,0,irr_acres
36,0,irr_acres
37,0,irr_acres
193,150,irr_acres
431,0,irr_acres
511,148,irr_acres
590,0,irr_acres
714,150,irr_acres
729,0,irr_acres
735,0,irr_acres
768,50,irr_acres
791,0,irr_acres
793,130,irr_acres
806,0,irr_acres
813,0,irr_acres
832,0,irr_acres
860,40,irr_acres
903,0,irr_acres
997,0,irr_acres
1035,0,irr_acres
1059,NA,irr_acres
1065,0,irr_acres
1120,70,irr_acres
1162,0,irr_acres
1166,0,irr_acres
1170,0,irr_acres
1216,160,irr_acres
1288,50,irr_acres
1384,0,irr_acres
13,150,irr_acres
103,0,irr_acres
661,0,irr_acres
868,550,irr_acres
941,0,irr_acres
1051,NA,irr_acres
1079,0,irr_acres
812,0,irr_acres
1348,100,irr_acres
842,0,irr_acres
296,0,irr_acres
495,0,irr_acres
841,NA,irr_acres
852,0,irr_acres
1233,950,irr_acres
642,0,irr_acres
748,280,irr_acres
818,0,irr_acres
1337,0,irr_acres
1360,0,irr_acres
1073,0,irr_acres
1274,800,irr_acres
1041,0,irr_acres
683,0,irr_acres
1121,80,irr_acres
588,0,irr_acres
1100,0,irr_acres
1331,550,irr_acres
892,140,irr_acres
446,0,irr_acres
583,160,irr_acres
926,90,irr_acres
442,0,irr_acres
1232,70,irr_acres
1237,480,irr_acres
1293,100,irr_acres
57,0,irr_acres
964,0,irr_acres
1244,0,irr_acres
478,1200,irr_acres
18,115,irr_acres
1200,0,irr_acres
946,0,irr_acres
947,0,irr_acres
1294,0,irr_acres
337,0,irr_acres
933,0,irr_acres
948,200,irr_acres
1365,0,irr_acres
911,840,irr_acres
1246,100,irr_acres
200,0,irr_acres
773,600,irr_acres
44,0,irr_acres
152,324,irr_acres
1229,0,irr_acres
1251,0,irr_acres
1308,70,irr_acres
450,50,irr_acres
288,100,irr_acres
1342,0,irr_acres
407,0,irr_acres
513,0,irr_acres
1160,1100,irr_acres
1217,0,irr_acres
1370,0,irr_acres
1364,0,irr_acres
517,0,irr_acres
629,0,irr_acres
547,150,irr_acres
747,0,irr_acres
256,0,irr_acres
752,200,irr_acres
1361,0,irr_acres
30,120,irr_acres
608,0,irr_acres
769,0,irr_acres
685,0,irr_acres
1145,0,irr_acres
1240,160,irr_acres
1202,140,irr_acres
1203,0,irr_acres
792,0,irr_acres
399,400,irr_acres
177,110,irr_acres
375,70,irr_acres
989,0,irr_acres
535,NA,irr_acres
437,0,irr_acres
130,0,irr_acres
1345,0,irr_acres
1046,0,irr_acres
871,130,irr_acres
428,0,irr_acres
1341,0,irr_acres
365,0,irr_acres
830,200,irr_acres
1282,900,irr_acres
2,100,irr_acres
188,0,irr_acres
774,650,irr_acres
516,0,irr_acres
1154,0,irr_acres
240,0,irr_acres
183,NA,irr_acres
1078,1450,irr_acres
969,100,irr_acres
776,300,irr_acres
766,0,irr_acres
962,150,irr_acres
856,200,irr_acres
886,36.4,irr_acres
1088,140,irr_acres
1227,900,irr_acres
114,0,irr_acres
622,0,irr_acres
674,NA,irr_acres
789,100,irr_acres
255,0,irr_acres
567,NA,irr_acres
1030,0,irr_acres
507,175,irr_acres
1165,0,irr_acres
1039,2350,irr_acres
249,0,irr_acres
638,0,irr_acres
1346,40,irr_acres
991,0,irr_acres
218,0,irr_acres
693,0,irr_acres
1260,0,irr_acres
606,NA,irr_acres
93,0,irr_acres
1263,0,irr_acres
945,0,irr_acres
709,0,irr_acres
1149,100,irr_acres
51,100,irr_acres
528,0,irr_acres
602,NA,irr_acres
742,0,irr_acres
493,300,irr_acres
1223,0,irr_acres
1441,0,irr_acres
542,0,irr_acres
1038,0,irr_acres
11,90,irr_acres
1012,360,irr_acres
557,0,irr_acres
10,0,irr_acres
278,0,irr_acres
1284,0,irr_acres
823,0,irr_acres
1218,0,irr_acres
1351,0,irr_acres
1359,591,irr_acres
601,120,irr_acres
736,0,irr_acres
1253,100,irr_acres
1242,300,irr_acres
1400,650,irr_acres
799,0,irr_acres
1188,130,irr_acres
1271,0,irr_acres
839,0,irr_acres
1458,160,irr_acres
717,5,irr_acres
1321,0,irr_acres
772,100,irr_acres
831,0,irr_acres
506,0,irr_acres
1031,900,irr_acres
973,550,irr_acres
421,0,irr_acres
1126,NA,irr_acres
1281,0,irr_acres
1249,0,irr_acres
215,200,irr_acres
780,0,irr_acres
1273,600,irr_acres
788,0,irr_acres
1369,0,irr_acres
971,0,irr_acres
515,100,irr_acres
479,100,irr_acres
1448,170,irr_acres
965,25,irr_acres
901,143,irr_acres
1268,0,irr_acres
1339,200,irr_acres
1255,220,irr_acres
1324,1000,irr_acres
1264,900,irr_acres
1254,0,irr_acres
1083,0,irr_acres
867,0,irr_acres
1125,500,irr_acres
1450,0,irr_acres
1032,0,irr_acres
626,100,irr_acres
644,0,irr_acres
630,1000,irr_acres
620,190,irr_acres
1459,0,irr_acres
1252,140,irr_acres
1040,0,irr_acres
577,600,irr_acres
954,100,irr_acres
850,0,irr_acres
931,100,irr_acres
72,100,comm_corn
1358,100,comm_corn
1123,100,comm_corn
576,100,comm_corn
1001,0,comm_corn
140,30,comm_corn
1393,50,comm_corn
967,0,comm_corn
39,100,comm_corn
265,100,comm_corn
410,100,comm_corn
949,100,comm_corn
1085,100,comm_corn
1111,100,comm_corn
1167,100,comm_corn
1278,NA,comm_corn
1290,100,comm_corn
1376,NA,comm_corn
1394,NA,comm_corn
25,100,comm_corn
107,NA,comm_corn
151,100,comm_corn
158,100,comm_corn
178,24,comm_corn
311,100,comm_corn
554,100,comm_corn
581,100,comm_corn
609,100,comm_corn
640,100,comm_corn
650,90,comm_corn
681,100,comm_corn
746,100,comm_corn
821,100,comm_corn
900,95,comm_corn
1122,100,comm_corn
1389,100,comm_corn
36,100,comm_corn
37,100,comm_corn
193,0,comm_corn
431,100,comm_corn
511,0,comm_corn
590,100,comm_corn
714,60,comm_corn
729,100,comm_corn
735,100,comm_corn
768,100,comm_corn
791,100,comm_corn
793,95,comm_corn
806,99,comm_corn
813,100,comm_corn
832,100,comm_corn
860,100,comm_corn
903,100,comm_corn
997,100,comm_corn
1035,100,comm_corn
1059,100,comm_corn
1065,100,comm_corn
1120,100,comm_corn
1162,100,comm_corn
1166,100,comm_corn
1170,100,comm_corn
1216,100,comm_corn
1288,60,comm_corn
1384,100,comm_corn
13,100,comm_corn
103,NA,comm_corn
661,100,comm_corn
868,10,comm_corn
941,100,comm_corn
1051,100,comm_corn
1079,100,comm_corn
812,100,comm_corn
1348,0,comm_corn
842,100,comm_corn
296,95,comm_corn
495,100,comm_corn
841,100,comm_corn
852,100,comm_corn
1233,100,comm_corn
642,20,comm_corn
748,100,comm_corn
818,100,comm_corn
1337,100,comm_corn
1360,100,comm_corn
1073,100,comm_corn
1274,40,comm_corn
1041,100,comm_corn
683,100,comm_corn
1121,65,comm_corn
588,100,comm_corn
1100,100,comm_corn
1331,100,comm_corn
892,80,comm_corn
446,100,comm_corn
583,100,comm_corn
926,88,comm_corn
442,100,comm_corn
1232,99.9,comm_corn
1237,2,comm_corn
1293,100,comm_corn
57,100,comm_corn
964,100,comm_corn
1244,100,comm_corn
478,15,comm_corn
18,60,comm_corn
1200,100,comm_corn
946,NA,comm_corn
947,100,comm_corn
1294,100,comm_corn
337,100,comm_corn
933,100,comm_corn
948,100,comm_corn
1365,100,comm_corn
911,38,comm_corn
1246,0,comm_corn
200,100,comm_corn
773,100,comm_corn
44,100,comm_corn
152,100,comm_corn
1229,100,comm_corn
1251,100,comm_corn
1308,100,comm_corn
450,100,comm_corn
288,0,comm_corn
1342,100,comm_corn
407,100,comm_corn
513,50,comm_corn
1160,100,comm_corn
1217,100,comm_corn
1370,100,comm_corn
1364,100,comm_corn
517,100,comm_corn
629,100,comm_corn
547,100,comm_corn
747,100,comm_corn
256,100,comm_corn
752,100,comm_corn
1361,100,comm_corn
30,100,comm_corn
608,100,comm_corn
769,100,comm_corn
685,100,comm_corn
1145,100,comm_corn
1240,100,comm_corn
1202,100,comm_corn
1203,100,comm_corn
792,100,comm_corn
399,60,comm_corn
177,20,comm_corn
375,0,comm_corn
989,100,comm_corn
535,0,comm_corn
437,100,comm_corn
130,100,comm_corn
1345,100,comm_corn
1046,100,comm_corn
871,100,comm_corn
428,100,comm_corn
1341,100,comm_corn
365,100,comm_corn
830,100,comm_corn
1282,15,comm_corn
2,0,comm_corn
188,100,comm_corn
774,70,comm_corn
516,100,comm_corn
1154,100,comm_corn
240,40,comm_corn
183,NA,comm_corn
1078,NA,comm_corn
969,100,comm_corn
776,100,comm_corn
766,100,comm_corn
962,100,comm_corn
856,100,comm_corn
886,100,comm_corn
1088,100,comm_corn
1227,45,comm_corn
114,100,comm_corn
622,100,comm_corn
674,100,comm_corn
789,0,comm_corn
255,100,comm_corn
567,100,comm_corn
1030,100,comm_corn
507,99,comm_corn
1165,100,comm_corn
1039,0,comm_corn
249,100,comm_corn
638,100,comm_corn
1346,90,comm_corn
991,100,comm_corn
218,100,comm_corn
693,100,comm_corn
1260,100,comm_corn
606,85,comm_corn
93,100,comm_corn
1263,100,comm_corn
945,100,comm_corn
709,100,comm_corn
1149,0,comm_corn
51,0,comm_corn
528,100,comm_corn
602,90,comm_corn
742,100,comm_corn
493,100,comm_corn
1223,99,comm_corn
1441,100,comm_corn
542,100,comm_corn
1038,100,comm_corn
11,100,comm_corn
1012,5,comm_corn
557,99.5,comm_corn
10,100,comm_corn
278,100,comm_corn
1284,100,comm_corn
823,100,comm_corn
1218,100,comm_corn
1351,100,comm_corn
1359,NA,comm_corn
601,20,comm_corn
736,99,comm_corn
1253,100,comm_corn
1242,100,comm_corn
1400,100,comm_corn
799,100,comm_corn
1188,40,comm_corn
1271,100,comm_corn
839,100,comm_corn
1458,100,comm_corn
717,100,comm_corn
1321,100,comm_corn
772,0,comm_corn
831,100,comm_corn
506,100,comm_corn
1031,0,comm_corn
973,2,comm_corn
421,100,comm_corn
1126,80,comm_corn
1281,100,comm_corn
1249,100,comm_corn
215,100,comm_corn
780,100,comm_corn
1273,50,comm_corn
788,100,comm_corn
1369,100,comm_corn
971,100,comm_corn
515,0,comm_corn
479,0,comm_corn
1448,0,comm_corn
965,100,comm_corn
901,NA,comm_corn
1268,100,comm_corn
1339,100,comm_corn
1255,97,comm_corn
1324,100,comm_corn
1264,100,comm_corn
1254,100,comm_corn
1083,100,comm_corn
867,100,comm_corn
1125,20,comm_corn
1450,100,comm_corn
1032,100,comm_corn
626,0,comm_corn
644,75,comm_corn
630,5,comm_corn
620,0,comm_corn
1459,100,comm_corn
1252,100,comm_corn
1040,100,comm_corn
577,100,comm_corn
954,100,comm_corn
850,100,comm_corn
931,100,comm_corn
72,0,seed_corn
1358,0,seed_corn
1123,0,seed_corn
576,0,seed_corn
1001,100,seed_corn
140,35,seed_corn
1393,50,seed_corn
967,0,seed_corn
39,0,seed_corn
265,0,seed_corn
410,0,seed_corn
949,0,seed_corn
1085,0,seed_corn
1111,0,seed_corn
1167,0,seed_corn
1278,NA,seed_corn
1290,0,seed_corn
1376,NA,seed_corn
1394,NA,seed_corn
25,0,seed_corn
107,NA,seed_corn
151,0,seed_corn
158,0,seed_corn
178,0,seed_corn
311,0,seed_corn
554,0,seed_corn
581,0,seed_corn
609,0,seed_corn
640,0,seed_corn
650,0,seed_corn
681,0,seed_corn
746,0,seed_corn
821,0,seed_corn
900,5,seed_corn
1122,0,seed_corn
1389,0,seed_corn
36,0,seed_corn
37,0,seed_corn
193,100,seed_corn
431,0,seed_corn
511,100,seed_corn
590,0,seed_corn
714,40,seed_corn
729,0,seed_corn
735,0,seed_corn
768,0,seed_corn
791,0,seed_corn
793,5,seed_corn
806,0,seed_corn
813,0,seed_corn
832,0,seed_corn
860,0,seed_corn
903,0,seed_corn
997,0,seed_corn
1035,0,seed_corn
1059,0,seed_corn
1065,0,seed_corn
1120,0,seed_corn
1162,0,seed_corn
1166,0,seed_corn
1170,0,seed_corn
1216,0,seed_corn
1288,0,seed_corn
1384,0,seed_corn
13,0,seed_corn
103,NA,seed_corn
661,0,seed_corn
868,90,seed_corn
941,0,seed_corn
1051,0,seed_corn
1079,0,seed_corn
812,0,seed_corn
1348,0,seed_corn
842,0,seed_corn
296,0,seed_corn
495,0,seed_corn
841,0,seed_corn
852,0,seed_corn
1233,0,seed_corn
642,80,seed_corn
748,0,seed_corn
818,0,seed_corn
1337,0,seed_corn
1360,0,seed_corn
1073,0,seed_corn
1274,60,seed_corn
1041,0,seed_corn
683,0,seed_corn
1121,35,seed_corn
588,0,seed_corn
1100,0,seed_corn
1331,0,seed_corn
892,20,seed_corn
446,0,seed_corn
583,0,seed_corn
926,12,seed_corn
442,0,seed_corn
1232,0,seed_corn
1237,98,seed_corn
1293,0,seed_corn
57,0,seed_corn
964,0,seed_corn
1244,0,seed_corn
478,85,seed_corn
18,40,seed_corn
1200,0,seed_corn
946,NA,seed_corn
947,0,seed_corn
1294,0,seed_corn
337,0,seed_corn
933,0,seed_corn
948,0,seed_corn
1365,0,seed_corn
911,62,seed_corn
1246,0,seed_corn
200,0,seed_corn
773,0,seed_corn
44,0,seed_corn
152,0,seed_corn
1229,0,seed_corn
1251,0,seed_corn
1308,0,seed_corn
450,0,seed_corn
288,0,seed_corn
1342,0,seed_corn
407,0,seed_corn
513,0,seed_corn
1160,0,seed_corn
1217,0,seed_corn
1370,0,seed_corn
1364,0,seed_corn
517,0,seed_corn
629,0,seed_corn
547,0,seed_corn
747,0,seed_corn
256,0,seed_corn
752,0,seed_corn
1361,0,seed_corn
30,0,seed_corn
608,0,seed_corn
769,0,seed_corn
685,0,seed_corn
1145,0,seed_corn
1240,0,seed_corn
1202,0,seed_corn
1203,0,seed_corn
792,0,seed_corn
399,40,seed_corn
177,80,seed_corn
375,100,seed_corn
989,0,seed_corn
535,100,seed_corn
437,0,seed_corn
130,0,seed_corn
1345,0,seed_corn
1046,0,seed_corn
871,0,seed_corn
428,0,seed_corn
1341,0,seed_corn
365,0,seed_corn
830,0,seed_corn
1282,85,seed_corn
2,0,seed_corn
188,0,seed_corn
774,30,seed_corn
516,0,seed_corn
1154,0,seed_corn
240,0,seed_corn
183,NA,seed_corn
1078,NA,seed_corn
969,0,seed_corn
776,0,seed_corn
766,0,seed_corn
962,0,seed_corn
856,0,seed_corn
886,0,seed_corn
1088,0,seed_corn
1227,55,seed_corn
114,0,seed_corn
622,0,seed_corn
674,0,seed_corn
789,0,seed_corn
255,0,seed_corn
567,0,seed_corn
1030,0,seed_corn
507,0,seed_corn
1165,0,seed_corn
1039,100,seed_corn
249,0,seed_corn
638,0,seed_corn
1346,0,seed_corn
991,0,seed_corn
218,0,seed_corn
693,0,seed_corn
1260,0,seed_corn
606,15,seed_corn
93,0,seed_corn
1263,0,seed_corn
945,0,seed_corn
709,0,seed_corn
1149,100,seed_corn
51,0,seed_corn
528,0,seed_corn
602,0,seed_corn
742,0,seed_corn
493,0,seed_corn
1223,1,seed_corn
1441,0,seed_corn
542,0,seed_corn
1038,0,seed_corn
11,0,seed_corn
1012,36,seed_corn
